"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6","Source","Hit.accession","Hit.description","Query.length","Hit.length","Max.bit.score","Total.bit.score","Identity","Identity..","Coverage..","Expect","GO.terms","log2FoldChange_Sym0_Apo0","padj_Sym0_Apo0","TM_Helices","Enrichment"
"AIPGENE7795",NA,NA,NA,NA,26.5672664567893,25.5791310748595,26.2791830407805,26.3878691356658,26.3905377150617,25.4600378976357,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q16222|UAP1_HUMAN","UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens GN=UAP1 PE=1 SV=3",522,522,562.76,562.76,"278/506","54.94%","91.95%",0,"""GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005575,GO:0005737,GO:0005829,GO:0005975,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006488,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0018193,GO:0018196,GO:0018279,GO:0019438,GO:0019538,GO:0019637,GO:0030246,GO:0034641,GO:0034654,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0043687,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044723,GO:0044763,GO:0046349,GO:0046483,GO:0055086,GO:0070085,GO:0070569,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE7798",NA,NA,NA,NA,23.8711461369527,23.6997722722625,24.083421158516,23.9275329294194,24.2436229771331,24.8666235182131,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q3THS6|METK2_MOUSE","S-adenosylmethionine synthase isoform type-2 OS=Mus musculus GN=Mat2a PE=2 SV=2",397,395,581.25,581.25,"283/367","77.11%","92.44%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004478,GO:0005488,GO:0005524,GO:0006082,GO:0006139,GO:0006520,GO:0006556,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009108,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017076,GO:0018130,GO:0019438,GO:0019752,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042398,GO:0042451,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046128,GO:0046129,GO:0046394,GO:0046483,GO:0046500,GO:0046872,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659""",1.50518967655784,1.48715952199914e-05,"0","ConEnriched"
"AIPGENE7849",NA,NA,NA,NA,22.9163475726479,24.031251823814,24.4177579635353,24.2456493685016,25.132818783287,24.3335409292068,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P38942|CAT2_CLOK5","4-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) GN=cat2 PE=3 SV=3",489,429,369.39,369.39,"196/414","47.34%","84.46%",1.8e-121,"""GO:0003674,GO:0003824,GO:0006084,GO:0006637,GO:0006732,GO:0006790,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0035383,GO:0044237,GO:0051186,GO:0071704""",0.379827204553763,0.027918656521894,"0","ConEnriched"
"AIPGENE7934",NA,NA,NA,NA,24.8929157961744,24.5590991129811,24.0590254371604,23.8441737090997,24.1307485810457,24.4061780068734,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9Z1E9|GSLG1_CRIGR","Golgi apparatus protein 1 OS=Cricetulus griseus GN=GLG1 PE=1 SV=1",456,1160,92.05,369.31,"191/538","35.50%","42.98%",2.14e-18,"""GO:0000139,GO:0005575,GO:0005794,GO:0016020,GO:0016021,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0098588""",0.995151790858156,0.000135305776420941,"7","ConEnriched"
"AIPGENE7971",NA,NA,NA,NA,26.678096086365,27.4383492622371,27.1673248128193,27.3199989613267,27.036993864624,27.5489708223877,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P12003|VINC_CHICK","Vinculin OS=Gallus gallus GN=VCL PE=1 SV=4",840,1135,434.49,793.84,"455/1127","40.37%","99.76%",5.69e-134,"""GO:0001948,GO:0002009,GO:0002162,GO:0003674,GO:0003779,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005743,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005916,GO:0005924,GO:0005925,GO:0007043,GO:0007155,GO:0008013,GO:0008092,GO:0008104,GO:0008150,GO:0009653,GO:0009987,GO:0015629,GO:0016020,GO:0016043,GO:0016337,GO:0019866,GO:0022607,GO:0022610,GO:0030030,GO:0030031,GO:0030032,GO:0030054,GO:0030055,GO:0030334,GO:0031090,GO:0031966,GO:0032502,GO:0032879,GO:0032991,GO:0033036,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0034394,GO:0034613,GO:0040012,GO:0043034,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043297,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045216,GO:0045294,GO:0045296,GO:0048729,GO:0050789,GO:0050794,GO:0050839,GO:0051179,GO:0051270,GO:0051641,GO:0065007,GO:0070161,GO:0070727,GO:0071840,GO:0090136,GO:0097367,GO:0097581,GO:0098602,GO:2000145""",NA,NA,"0","ConEnriched"
"AIPGENE7981",NA,NA,NA,NA,24.8550495122349,25.3793119935733,25.0898405305179,24.6140397678284,24.9736965624412,25.505835062539,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P42669|PURA_MOUSE","Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1",235,321,161,224.54,"133/374","35.56%","91.91%",8.55e-46,"""GO:0000075,GO:0000900,GO:0000975,GO:0001067,GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003691,GO:0003697,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0005662,GO:0005737,GO:0006139,GO:0006259,GO:0006268,GO:0006351,GO:0006355,GO:0006417,GO:0006725,GO:0006807,GO:0006915,GO:0007093,GO:0007346,GO:0007399,GO:0008134,GO:0008150,GO:0008152,GO:0008219,GO:0008283,GO:0008284,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010564,GO:0010605,GO:0010608,GO:0010629,GO:0010948,GO:0012501,GO:0016070,GO:0016265,GO:0017148,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022402,GO:0030154,GO:0030371,GO:0030425,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032392,GO:0032422,GO:0032502,GO:0032508,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0042127,GO:0042162,GO:0042995,GO:0043005,GO:0043025,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043565,GO:0043566,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045182,GO:0045892,GO:0045934,GO:0046332,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051726,GO:0060255,GO:0065007,GO:0071103,GO:0071704,GO:0080090,GO:0090079,GO:0090304,GO:0097159,GO:0097458,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902679,GO:1903047,GO:2000112,GO:2000113,GO:2001141""",0.332797738040927,0.0233417537593545,"0","ConEnriched"
"AIPGENE7982",NA,NA,NA,NA,NA,21.2614036456303,NA,NA,22.5013739473927,21.835635616993,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q08BI9|MCU_DANRE","""Calcium uniporter protein, mitochondrial OS=Danio rerio GN=mcu PE=2 SV=1""",267,376,265.39,265.39,"133/266","50.00%","98.13%",5.07e-85,"""GO:0002009,GO:0002791,GO:0002793,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0005739,GO:0005743,GO:0006461,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006873,GO:0006874,GO:0006875,GO:0007015,GO:0007165,GO:0008150,GO:0008324,GO:0009653,GO:0009987,GO:0010646,GO:0015075,GO:0015085,GO:0015267,GO:0016020,GO:0016021,GO:0016043,GO:0019722,GO:0019725,GO:0019866,GO:0019932,GO:0022607,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0023051,GO:0030001,GO:0030003,GO:0031090,GO:0031301,GO:0031305,GO:0031966,GO:0032024,GO:0032502,GO:0032592,GO:0032879,GO:0032991,GO:0033500,GO:0034220,GO:0034702,GO:0034703,GO:0034704,GO:0035556,GO:0035786,GO:0042592,GO:0042593,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043933,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0044767,GO:0046873,GO:0046883,GO:0046887,GO:0046907,GO:0048518,GO:0048522,GO:0048598,GO:0048729,GO:0048878,GO:0050789,GO:0050794,GO:0050796,GO:0050801,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051234,GO:0051560,GO:0051561,GO:0051649,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060026,GO:0060027,GO:0060341,GO:0065003,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071822,GO:0071840,GO:0072503,GO:0072507,GO:0072509,GO:0072511,GO:0090087,GO:0090276,GO:0090277,GO:1902495,GO:1902582,GO:1990246,GO:1990351""",NA,NA,"2","ConEnriched"
"AIPGENE8006",NA,NA,NA,NA,22.9871468935824,21.0410002057553,22.1118499196193,22.2831144068677,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P63074|IF4E_RAT","Eukaryotic translation initiation factor 4E OS=Rattus norvegicus GN=Eif4e PE=1 SV=1",221,217,286.19,286.19,"126/200","63.00%","90.05%",4.85e-96,"""GO:0000082,GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005845,GO:0006412,GO:0006413,GO:0006417,GO:0007346,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010468,GO:0010494,GO:0010556,GO:0010608,GO:0016281,GO:0016442,GO:0019222,GO:0019538,GO:0022402,GO:0030324,GO:0030529,GO:0031323,GO:0031326,GO:0031332,GO:0031369,GO:0031370,GO:0032268,GO:0032502,GO:0032991,GO:0033391,GO:0034518,GO:0034645,GO:0035770,GO:0036464,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0044770,GO:0044772,GO:0044843,GO:0045787,GO:0045931,GO:0048513,GO:0048518,GO:0048522,GO:0048856,GO:0050789,GO:0050794,GO:0051246,GO:0051726,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:1901363,GO:1901576,GO:1903047,GO:2000112""",NA,NA,"0","ConEnriched"
"AIPGENE8088",NA,NA,NA,NA,21.4018933664112,23.9230046875641,23.774143768485,24.0521435358376,NA,23.3103864475189,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|C6FG12|NLRC5_ICTPU","Protein NLRC5 OS=Ictalurus punctatus GN=nlrc5 PE=2 SV=1",1776,1726,102.45,234.16,"179/715","25.03%","38.40%",2.83e-20,"""GO:0000166,GO:0001882,GO:0001883,GO:0002376,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005737,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0017076,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0045087,GO:0050896,GO:0097159,GO:0097367,GO:1901265,GO:1901363""",NA,NA,"0","ConEnriched"
"AIPGENE8094",NA,NA,NA,NA,23.4015284041996,24.9430091077736,24.7089739411977,25.2521301314995,25.1199757096449,24.7855065403638,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9UJU6|DBNL_HUMAN","Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1",577,430,290.81,395.19,"234/573","40.84%","96.88%",5.42e-90,"""GO:0000139,GO:0000187,GO:0001726,GO:0001932,GO:0001934,GO:0002102,GO:0002376,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005737,GO:0005794,GO:0005829,GO:0005856,GO:0005886,GO:0005938,GO:0006461,GO:0006810,GO:0006897,GO:0006915,GO:0006921,GO:0007165,GO:0007257,GO:0007264,GO:0007265,GO:0007416,GO:0008022,GO:0008047,GO:0008092,GO:0008150,GO:0008219,GO:0009653,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0012501,GO:0012506,GO:0014069,GO:0016020,GO:0016043,GO:0016192,GO:0016265,GO:0016601,GO:0019220,GO:0019222,GO:0019904,GO:0022411,GO:0022607,GO:0023051,GO:0023056,GO:0030027,GO:0030030,GO:0030054,GO:0030234,GO:0030425,GO:0030659,GO:0030662,GO:0030665,GO:0031090,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031410,GO:0031982,GO:0031988,GO:0032147,GO:0032268,GO:0032270,GO:0032403,GO:0032502,GO:0032872,GO:0032989,GO:0032990,GO:0032991,GO:0033674,GO:0035556,GO:0042325,GO:0042327,GO:0042995,GO:0043005,GO:0043085,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043230,GO:0043231,GO:0043232,GO:0043234,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043506,GO:0043507,GO:0043549,GO:0043933,GO:0044093,GO:0044421,GO:0044422,GO:0044424,GO:0044430,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045202,GO:0045859,GO:0045860,GO:0045937,GO:0046328,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048812,GO:0048858,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0050808,GO:0050896,GO:0051015,GO:0051174,GO:0051234,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0060255,GO:0065003,GO:0065007,GO:0065009,GO:0065010,GO:0070062,GO:0070302,GO:0070925,GO:0071800,GO:0071822,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0080135,GO:0097458,GO:0098588,GO:1902531,GO:1902533""",NA,NA,"0","ConEnriched"
"AIPGENE8102",NA,NA,NA,NA,21.6960342394611,NA,23.4731076428984,23.6780321217842,24.0401258796152,23.5663004097345,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9NZM1|MYOF_HUMAN","Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1",2003,2061,1834.69,1834.69,"1003/2077","48.29%","99.90%",0,"""GO:0001778,GO:0003008,GO:0003012,GO:0003013,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005634,GO:0005635,GO:0005886,GO:0005901,GO:0006936,GO:0006950,GO:0007009,GO:0008015,GO:0008150,GO:0008289,GO:0009266,GO:0009408,GO:0009628,GO:0009966,GO:0009987,GO:0010646,GO:0012506,GO:0016020,GO:0016021,GO:0016043,GO:0023051,GO:0030659,GO:0030947,GO:0031090,GO:0031410,GO:0031965,GO:0031967,GO:0031975,GO:0031982,GO:0031988,GO:0032501,GO:0033554,GO:0034605,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044699,GO:0044707,GO:0044802,GO:0045121,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0061024,GO:0065007,GO:0065010,GO:0070062,GO:0071840,GO:0090287""",-0.628119198456897,6.30525818193829e-05,"1","ConEnriched"
"AIPGENE8135",NA,NA,NA,NA,NA,23.3567714240246,NA,22.7605311065744,23.1580653323051,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P13439|UMPS_MOUSE","Uridine 5'-monophosphate synthase OS=Mus musculus GN=Umps PE=2 SV=3",1176,481,507.29,507.29,"246/468","52.56%","39.37%",7.62e-166,"""GO:0003674,GO:0003824,GO:0004588,GO:0004590,GO:0005575,GO:0005634,GO:0005737,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0007565,GO:0007589,GO:0007595,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0022414,GO:0032501,GO:0032941,GO:0034641,GO:0034654,GO:0035690,GO:0042221,GO:0042455,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044702,GO:0044703,GO:0044706,GO:0044707,GO:0044710,GO:0044711,GO:0044763,GO:0044765,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046903,GO:0048609,GO:0050878,GO:0050896,GO:0051234,GO:0051704,GO:0051716,GO:0055086,GO:0065007,GO:0065008,GO:0070887,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659""",0.470371372104096,0.00417560598489554,"0","ConEnriched"
"AIPGENE8167",NA,NA,NA,NA,21.7665718332411,22.2209716761039,21.4223843756024,NA,21.0053822621919,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5ZK10|NSF1C_CHICK","NSFL1 cofactor p47 OS=Gallus gallus GN=NSFL1C PE=2 SV=1",247,369,80.88,80.88,"43/92","46.74%","36.44%",1.67e-16,"""GO:0003674,GO:0005488,GO:0005575,GO:0005634,GO:0005794,GO:0005795,GO:0006996,GO:0007030,GO:0008150,GO:0008289,GO:0009987,GO:0016043,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0061024,GO:0061025,GO:0071840""",NA,NA,"0","ConEnriched"
"AIPGENE8171",NA,NA,NA,NA,23.2743366182449,22.3050096968474,22.6133300152112,22.3126873286123,22.249673740694,22.051479015713,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q7ZVE6|KDEL1_DANRE","KDEL motif-containing protein 1 OS=Danio rerio GN=kdelc1 PE=2 SV=1",176,500,225.33,225.33,"104/174","59.77%","98.86%",1.33e-69,"""GO:0003674,GO:0005575,GO:0005783,GO:0005788,GO:0031974,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0070013""",NA,NA,"0","ConEnriched"
"AIPGENE8232",NA,NA,NA,NA,23.6434415695251,NA,21.5550369270678,23.3817426284608,24.9258441933514,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q3USW5|FXRD2_MOUSE","FAD-dependent oxidoreductase domain-containing protein 2 OS=Mus musculus GN=Foxred2 PE=2 SV=1",629,665,638.65,638.65,"317/609","52.05%","93.96%",0,"""GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005783,GO:0005788,GO:0006508,GO:0006511,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016491,GO:0019538,GO:0019941,GO:0030163,GO:0030433,GO:0031974,GO:0036094,GO:0043161,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0048037,GO:0050660,GO:0050662,GO:0051603,GO:0055114,GO:0070013,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901575""",NA,NA,"1","ConEnriched"
"AIPGENE8237",NA,NA,NA,NA,22.4910384321991,NA,NA,22.6185051154191,21.5613296646022,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|D4GU72|AGL12_HALVD","Low-salt glycan biosynthesis protein Agl12 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) GN=agl12 PE=3 SV=1",369,310,57.77,57.77,"67/266","25.19%","69.38%",4.06e-08,"""GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0006139,GO:0006464,GO:0006486,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008460,GO:0009117,GO:0009225,GO:0009987,GO:0016043,GO:0016829,GO:0016835,GO:0016836,GO:0019538,GO:0019637,GO:0034641,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044699,GO:0044710,GO:0044723,GO:0044763,GO:0045229,GO:0045232,GO:0046483,GO:0048037,GO:0050662,GO:0055086,GO:0070085,GO:0071704,GO:0071840,GO:1901135,GO:1901360""",0.478887421098082,0.00428297896697773,"0","ConEnriched"
"AIPGENE8243",NA,NA,NA,NA,23.2709782828012,23.80363759189,24.1412136278136,24.1292699068131,24.2871900141195,23.0611616863846,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8IYD1|ERF3B_HUMAN","Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2",569,628,713.76,713.76,"355/615","57.72%","97.72%",0,"""GO:0000166,GO:0000184,GO:0000956,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0022411,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032984,GO:0034641,GO:0034645,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043170,GO:0043241,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0044822,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0071822,GO:0071840,GO:0072521,GO:0072523,GO:0090304,GO:0097159,GO:0097367,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658""",0.97785803520803,7.9579343253423e-11,"0","ConEnriched"
"AIPGENE8255",NA,NA,NA,NA,23.8025908462317,22.8648312044165,NA,22.9919928778339,22.6174807031156,22.8365607133517,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8RXU4|THA1_ARATH","Probable low-specificity L-threonine aldolase 1 OS=Arabidopsis thaliana GN=THA1 PE=1 SV=1",398,358,322.78,322.78,"167/355","47.04%","88.44%",1.33e-105,"""GO:0003674,GO:0003824,GO:0004793,GO:0005488,GO:0006082,GO:0006520,GO:0006566,GO:0006567,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009743,GO:0009744,GO:0009746,GO:0009750,GO:0009987,GO:0010033,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0019752,GO:0030170,GO:0034284,GO:0034285,GO:0042221,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0046395,GO:0048037,GO:0050896,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901700""",NA,NA,"0","ConEnriched"
